"_time","三重県","京都府","佐賀県","兵庫県","北海道","千葉県","和歌山県","埼玉県","大分県","大阪府","奈良県","宮城県","宮崎県","富山県","山口県","山形県","山梨県","岐阜県","岡山県","岩手県","島根県","広島県","徳島県","愛媛県","愛知県","新潟県","東京都","栃木県","沖縄県","滋賀県","熊本県","石川県","神奈川県","福井県","福岡県","福島県","秋田県","群馬県","茨城県","長崎県","長野県","青森県","静岡県","香川県","高知県","鳥取県","鹿児島県"
"1585666800.000000",0,7,1,14,5,14,1,4,0,34,4,4,0,3,0,1,3,5,1,0,0,0,0,0,5,1,67,3,0,0,1,2,19,1,32,2,1,1,18,3,1,0,2,0,3,0,1
"1585753200.000000",1,12,0,7,3,5,2,14,1,33,4,1,0,3,0,1,0,5,2,0,0,5,0,3,7,0,99,0,0,1,0,1,25,9,22,2,2,1,2,3,0,1,1,0,1,0,1
"1585839600.000000",1,18,2,6,5,20,1,17,1,35,2,6,4,0,1,5,2,4,2,0,0,2,0,7,12,3,92,0,2,6,3,8,31,12,19,1,1,4,10,1,1,2,2,0,2,0,0
"1585926000.000000",0,10,1,15,3,25,0,25,1,41,3,2,1,2,1,2,1,7,1,0,0,2,0,1,19,0,118,0,5,3,0,8,21,4,27,5,1,1,5,2,1,0,1,0,3,0,0
"1586012400.000000",0,9,2,13,1,25,2,25,0,21,1,3,2,0,4,3,2,11,1,0,0,0,0,1,7,0,141,0,0,1,1,11,27,7,16,2,0,0,5,1,1,0,0,0,7,0,0
"1586098800.000000",0,8,0,6,0,18,5,14,1,20,1,3,1,1,1,6,5,1,0,0,0,1,0,2,11,0,85,0,6,1,1,2,6,6,14,0,0,0,7,0,2,0,2,0,3,0,0
"1586185200.000000",0,12,3,20,4,13,2,17,2,53,2,6,1,2,3,0,3,10,1,0,0,3,0,0,21,2,86,3,12,5,1,10,18,6,23,8,0,3,6,0,0,1,3,0,2,0,0
"1586271600.000000",0,10,0,19,10,33,3,34,6,43,2,2,4,1,1,3,3,8,2,0,0,5,0,2,20,2,157,6,5,2,1,11,66,7,25,5,0,0,0,1,5,0,8,1,1,0,1
"1586358000.000000",2,10,1,39,18,30,3,35,0,92,4,2,0,7,0,5,2,9,1,0,1,1,0,1,21,2,183,5,3,7,1,6,26,5,26,4,0,4,5,0,2,2,3,0,10,0,0
"1586444400.000000",0,9,0,29,13,33,1,53,1,80,3,2,0,2,1,5,3,11,0,0,1,5,0,2,14,0,200,1,6,1,1,20,55,5,39,3,2,11,9,1,7,3,4,1,5,1,0
